identifier,description,rdf,triples
Cat-Feline_01,"Catalan is a Western Romance language that is native to the eastern Iberian Peninsula. It shares official status with Spanish in three autonomous communities in eastern Spain – Catalonia; the Balearic Islands; and the Valencian Community, where it is called Valencian – and is the sole official language of Andorra.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q7026 rdfs:label ""Catalan""@en ;
    kg:be wd:Q1322263 ;
    kg:be wd:Q172980 ;
    kg:be wd:Q19814 ;
    kg:be wd:Q34770 ;
    kg:be wd:Q3964261 ;
    kg:beOf wd:Q228 ;
    kg:beTo wd:Q130840 ;
    kg:beTo wd:Q34030 ;
    kg:beTo wd:Q34763 ;
    kg:beTo wd:Q599958 .

wd:Q130840 rdfs:label ""Eastern Cape""@en .
wd:Q1322263 rdfs:label ""place of birth""@en .
wd:Q172980 rdfs:label ""Western film""@en .
wd:Q19814 rdfs:label ""Romance""@en .
wd:Q228 rdfs:label ""Andorra""@en .
wd:Q34030 rdfs:label ""Kartvelian""@en .
wd:Q34763 rdfs:label ""peninsula""@en .
wd:Q34770 rdfs:label ""language""@en .
wd:Q3964261 rdfs:label ""Sole""@en .
wd:Q599958 rdfs:label ""Occitano-Romance""@en .
","[[""Catalan"", ""be"", ""language""], [""Catalan"", ""be"", ""place of birth""], [""Catalan"", ""be"", ""Romance""], [""Catalan"", ""be"", ""Sole""], [""Catalan"", ""be"", ""Western film""], [""Catalan"", ""beOf"", ""Andorra""], [""Catalan"", ""beTo"", ""Eastern Cape""], [""Catalan"", ""beTo"", ""Kartvelian""], [""Catalan"", ""beTo"", ""Occitano-Romance""], [""Catalan"", ""beTo"", ""peninsula""]]"
Cat-Feline_02,"Feline is the seventh studio album by the Stranglers and was released on 14 January 1983 on the Epic record label, their first for the label. The first edition came with a free one-sided 7Aural Sculpture Manifesto"".","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q3068114 rdfs:label ""Feline""@en ;
    kg:be wd:Q135080472 ;
    kg:be wd:Q482994 ;
    kg:be wd:Q746628 ;
    kg:beBy wd:Q110574015 ;
    kg:comeWith wd:Q109419060 ;
    kg:comeWith wd:Q18614263 ;
    kg:comeWith wd:Q860861 ;
    kg:releaseOn wd:Q108 ;
    kg:releaseOn wd:Q1458581 ;
    kg:releaseOn wd:Q216364 ;
    kg:releaseOn wd:Q2434 ;
    kg:releaseOn wd:Q25377854 ;
    kg:releaseOn wd:Q55811610 ;
    kg:releaseOn wd:Q82799 .

wd:Q108 rdfs:label ""January""@en .
wd:Q109419060 rdfs:label ""Manifesto""@en .
wd:Q110574015 rdfs:label ""Stranglers""@en .
wd:Q135080472 rdfs:label ""Seventh""@en .
wd:Q1458581 rdfs:label ""Record""@en .
wd:Q18614263 rdfs:label ""One-Sided""@en .
wd:Q216364 rdfs:label ""Epic Records""@en .
wd:Q2434 rdfs:label ""1983""@en .
wd:Q25377854 rdfs:label ""Ecliptic Plane Input Catalog""@en .
wd:Q482994 rdfs:label ""album""@en .
wd:Q55811610 rdfs:label ""14:00""@en .
wd:Q746628 rdfs:label ""studio""@en .
wd:Q82799 rdfs:label ""name""@en .
wd:Q860861 rdfs:label ""sculpture""@en .
","[[""Feline"", ""be"", ""album""], [""Feline"", ""be"", ""Seventh""], [""Feline"", ""be"", ""studio""], [""Feline"", ""beBy"", ""Stranglers""], [""Feline"", ""comeWith"", ""Manifesto""], [""Feline"", ""comeWith"", ""One-Sided""], [""Feline"", ""comeWith"", ""sculpture""], [""Feline"", ""releaseOn"", ""14:00""], [""Feline"", ""releaseOn"", ""1983""], [""Feline"", ""releaseOn"", ""Ecliptic Plane Input Catalog""], [""Feline"", ""releaseOn"", ""Epic Records""], [""Feline"", ""releaseOn"", ""January""], [""Feline"", ""releaseOn"", ""name""], [""Feline"", ""releaseOn"", ""Record""]]"
City-Municipality_01,A city is a human settlement of a substantial size. The term has different meanings around the world and in some places the settlement can be very small.,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q515 rdfs:label ""city""@en ;
    kg:be wd:Q5 ;
    kg:beOf wd:Q16218846 ;
    kg:beOf wd:Q322481 ;
    kg:have wd:Q57305204 .

wd:Q16218846 rdfs:label ""Substantial""@en .
wd:Q322481 rdfs:label ""size""@en .
wd:Q5 rdfs:label ""human""@en .
wd:Q57305204 rdfs:label ""Meanings and origins of botanical names of New Zealand plants""@en .
","[[""city"", ""be"", ""human""], [""city"", ""beOf"", ""size""], [""city"", ""beOf"", ""Substantial""], [""city"", ""have"", ""Meanings and origins of botanical names of New Zealand plants""]]"
City-Municipality_02,A municipality is usually a single administrative division having corporate status and powers of self-government or jurisdiction as granted by national and regional laws to which it is subordinate. The term municipality may also mean the governing body of a given municipality.,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q15284 rdfs:label ""municipality""@en ;
    kg:be wd:Q134556 ;
    kg:be wd:Q169534 ;
    kg:be wd:Q56061 ;
    kg:be wd:Q694045 ;
    kg:grantBy wd:Q1472 ;
    kg:grantBy wd:Q16871935 ;
    kg:grantBy wd:Q518155 ;
    kg:have wd:Q155076 ;
    kg:have wd:Q170174 ;
    kg:have wd:Q28800766 ;
    kg:haveOf wd:Q417633 ;
    kg:haveOf wd:Q471855 ;
    kg:mean wd:Q223557 .

wd:Q134556 rdfs:label ""single""@en .
wd:Q1472 rdfs:label ""Crohn's disease""@en .
wd:Q155076 rdfs:label ""juridical person""@en .
wd:Q16871935 rdfs:label ""Laws""@en .
wd:Q169534 rdfs:label ""military division""@en .
wd:Q170174 rdfs:label ""Papal States""@en .
wd:Q223557 rdfs:label ""physical object""@en .
wd:Q28800766 rdfs:label ""Powers""@en .
wd:Q417633 rdfs:label ""self-governance""@en .
wd:Q471855 rdfs:label ""jurisdiction""@en .
wd:Q518155 rdfs:label ""National Archives and Records Administration""@en .
wd:Q56061 rdfs:label ""administrative territorial entity""@en .
wd:Q694045 rdfs:label ""delegated legislation""@en .
","[[""municipality"", ""be"", ""administrative territorial entity""], [""municipality"", ""be"", ""delegated legislation""], [""municipality"", ""be"", ""military division""], [""municipality"", ""be"", ""single""], [""municipality"", ""grantBy"", ""Crohn's disease""], [""municipality"", ""grantBy"", ""Laws""], [""municipality"", ""grantBy"", ""National Archives and Records Administration""], [""municipality"", ""have"", ""juridical person""], [""municipality"", ""have"", ""Papal States""], [""municipality"", ""have"", ""Powers""], [""municipality"", ""haveOf"", ""jurisdiction""], [""municipality"", ""haveOf"", ""self-governance""], [""municipality"", ""mean"", ""physical object""]]"
Country-Nation_01,"Country music, also known as country and western or simply country, is a music genre originating from the United States. It is known for its ballads and dance tunes, identifiable by both traditional lyrics and harmonies accompanied by banjos, mandolins, fiddles, harmonicas, and many types of guitar; either acoustic, electric, steel, or resonator guitars.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q83440 rdfs:label ""country music""@en ;
    kg:accompany wd:Q1028638 ;
    kg:accompany wd:Q11427 ;
    kg:accompany wd:Q1148098 ;
    kg:accompany wd:Q117382671 ;
    kg:accompany wd:Q16991689 ;
    kg:accompany wd:Q23940010 ;
    kg:accompany wd:Q4674611 ;
    kg:accompany wd:Q510487 ;
    kg:accompany wd:Q6607 ;
    kg:accompany wd:Q978185 ;
    kg:accompanyBy wd:Q13217609 ;
    kg:be wd:Q188451 ;
    kg:know wd:Q140757787 ;
    kg:know wd:Q178528 ;
    kg:know wd:Q36153 ;
    kg:know wd:Q602446 ;
    kg:knowAs wd:Q172980 ;
    kg:knowAs wd:Q6296982 ;
    kg:knowFor wd:Q11639 ;
    kg:knowFor wd:Q119167927 ;
    kg:knowFor wd:Q4851370 ;
    kg:originateFrom wd:Q145 ;
    kg:originateFrom wd:Q30 .

wd:Q1028638 rdfs:label ""Guitars""@en .
wd:Q11427 rdfs:label ""steel""@en .
wd:Q1148098 rdfs:label ""overtone""@en .
wd:Q11639 rdfs:label ""dance""@en .
wd:Q117382671 rdfs:label ""Resonator""@en .
wd:Q119167927 rdfs:label ""Tunes""@en .
wd:Q13217609 rdfs:label ""Banjos""@en .
wd:Q140757787 rdfs:label ""identifiable""@en .
wd:Q145 rdfs:label ""United Kingdom""@en .
wd:Q16991689 rdfs:label ""Electric""@en .
wd:Q172980 rdfs:label ""Western film""@en .
wd:Q178528 rdfs:label ""traditional Chinese characters""@en .
wd:Q188451 rdfs:label ""music genre""@en .
wd:Q23940010 rdfs:label ""Mandolins and Pineapples""@en .
wd:Q30 rdfs:label ""United States""@en .
wd:Q36153 rdfs:label ""Beyoncé""@en .
wd:Q4674611 rdfs:label ""Acoustic""@en .
wd:Q4851370 rdfs:label ""Ballads""@en .
wd:Q510487 rdfs:label ""fiddle""@en .
wd:Q602446 rdfs:label ""lyrics""@en .
wd:Q6296982 rdfs:label ""Simply""@en .
wd:Q6607 rdfs:label ""guitar""@en .
wd:Q978185 rdfs:label ""TypeScript""@en .
","[[""country music"", ""accompany"", ""Acoustic""], [""country music"", ""accompany"", ""Electric""], [""country music"", ""accompany"", ""fiddle""], [""country music"", ""accompany"", ""guitar""], [""country music"", ""accompany"", ""Guitars""], [""country music"", ""accompany"", ""Mandolins and Pineapples""], [""country music"", ""accompany"", ""overtone""], [""country music"", ""accompany"", ""Resonator""], [""country music"", ""accompany"", ""steel""], [""country music"", ""accompany"", ""TypeScript""], [""country music"", ""accompanyBy"", ""Banjos""], [""country music"", ""be"", ""music genre""], [""country music"", ""know"", ""Beyoncé""], [""country music"", ""know"", ""identifiable""], [""country music"", ""know"", ""lyrics""], [""country music"", ""know"", ""traditional Chinese characters""], [""country music"", ""knowAs"", ""Simply""], [""country music"", ""knowAs"", ""Western film""], [""country music"", ""knowFor"", ""Ballads""], [""country music"", ""knowFor"", ""dance""], [""country music"", ""knowFor"", ""Tunes""], [""country music"", ""originateFrom"", ""United Kingdom""], [""country music"", ""originateFrom"", ""United States""]]"
Country-Nation_02,"The National Archives and Records Administration is an independent agency of the United States federal government within the executive branch, charged with the preservation and documentation of government and historical records. It is also tasked with increasing public access to those documents that make up the National Archives.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q518155 rdfs:label ""National Archives and Records Administration""@en ;
    kg:be wd:Q327591 ;
    kg:be wd:Q430704 ;
    kg:beOf wd:Q145 ;
    kg:beOf wd:Q183 ;
    kg:beOf wd:Q30 ;
    kg:beOf wd:Q7188 ;
    kg:beWithin wd:Q4956333 ;
    kg:chargeOf wd:Q309 ;
    kg:chargeOf wd:Q5773935 ;
    kg:chargeWith wd:Q788790 ;
    kg:chargeWith wd:Q830393 ;
    kg:increase wd:Q1333727 ;
    kg:increase wd:Q180686 ;
    kg:increase wd:Q5014643 ;
    kg:increaseTo wd:Q3033634 .

wd:Q1333727 rdfs:label ""publicity""@en .
wd:Q145 rdfs:label ""United Kingdom""@en .
wd:Q183 rdfs:label ""Germany""@en .
wd:Q30 rdfs:label ""United States""@en .
wd:Q3033634 rdfs:label ""Documents d'Archéologie Méridionale""@en .
wd:Q309 rdfs:label ""history""@en .
wd:Q327591 rdfs:label ""independent politician""@en .
wd:Q430704 rdfs:label ""Agency""@en .
wd:Q4956333 rdfs:label ""Branch""@en .
wd:Q5014643 rdfs:label ""CTV 2 Alberta""@en .
wd:Q5773935 rdfs:label ""Historical Records of Australian Science""@en .
wd:Q7188 rdfs:label ""government""@en .
wd:Q788790 rdfs:label ""documentation""@en .
wd:Q830393 rdfs:label ""preservation""@en .
","[[""National Archives and Records Administration"", ""be"", ""Agency""], [""National Archives and Records Administration"", ""be"", ""independent politician""], [""National Archives and Records Administration"", ""beOf"", ""Germany""], [""National Archives and Records Administration"", ""beOf"", ""government""], [""National Archives and Records Administration"", ""beOf"", ""United Kingdom""], [""National Archives and Records Administration"", ""beOf"", ""United States""], [""National Archives and Records Administration"", ""beWithin"", ""Branch""], [""National Archives and Records Administration"", ""chargeOf"", ""Historical Records of Australian Science""], [""National Archives and Records Administration"", ""chargeOf"", ""history""], [""National Archives and Records Administration"", ""chargeWith"", ""documentation""], [""National Archives and Records Administration"", ""chargeWith"", ""preservation""], [""National Archives and Records Administration"", ""increase"", ""CTV 2 Alberta""], [""National Archives and Records Administration"", ""increase"", ""publicity""], [""National Archives and Records Administration"", ""increase"", ""Q180686""], [""National Archives and Records Administration"", ""increaseTo"", ""Documents d'Archéologie Méridionale""]]"
University-College_01,"A university is an institution of tertiary education and research which awards academic degrees in several academic disciplines. University is derived from the Latin phrase universitas magistrorum et scholarium, which roughly means.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q3918 rdfs:label ""university""@en ;
    kg:award wd:Q11579 ;
    kg:award wd:Q3400985 ;
    kg:awardIn wd:Q134706749 ;
    kg:be wd:Q43229 ;
    kg:beOf wd:Q188645 ;
    kg:beOf wd:Q8434 ;
    kg:derive wd:Q60070514 ;
    kg:deriveFrom wd:Q187931 ;
    kg:deriveFrom wd:Q2845896 ;
    kg:deriveFrom wd:Q34433 ;
    kg:deriveFrom wd:Q397 .

wd:Q11579 rdfs:label ""kelvin""@en .
wd:Q134706749 rdfs:label ""Disciplines""@en .
wd:Q187931 rdfs:label ""phrase""@en .
wd:Q188645 rdfs:label ""Tertiary""@en .
wd:Q2845896 rdfs:label ""University of Paris""@en .
wd:Q3400985 rdfs:label ""academic""@en .
wd:Q34433 rdfs:label ""University of Oxford""@en .
wd:Q397 rdfs:label ""Latin""@en .
wd:Q43229 rdfs:label ""organization""@en .
wd:Q60070514 rdfs:label ""approximately""@en .
wd:Q8434 rdfs:label ""education""@en .
","[[""university"", ""award"", ""academic""], [""university"", ""award"", ""kelvin""], [""university"", ""awardIn"", ""Disciplines""], [""university"", ""be"", ""organization""], [""university"", ""beOf"", ""education""], [""university"", ""beOf"", ""Tertiary""], [""university"", ""derive"", ""approximately""], [""university"", ""deriveFrom"", ""Latin""], [""university"", ""deriveFrom"", ""phrase""], [""university"", ""deriveFrom"", ""University of Oxford""], [""university"", ""deriveFrom"", ""University of Paris""]]"
University-College_02,"A college is an educational institution. Within tertiary education, it may be a part of a collegiate university, an academic division within a university, or a standalone institution providing undergraduate education.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q189004 rdfs:label ""college""@en ;
    kg:be wd:Q1231865 ;
    kg:be wd:Q169534 ;
    kg:be wd:Q2385804 ;
    kg:be wd:Q3400985 ;
    kg:be wd:Q43229 ;
    kg:be wd:Q91807513 ;
    kg:beOf wd:Q3918 ;
    kg:provide wd:Q1430192 .

wd:Q1231865 rdfs:label ""pedagogue""@en .
wd:Q1430192 rdfs:label ""undergraduate education""@en .
wd:Q169534 rdfs:label ""military division""@en .
wd:Q2385804 rdfs:label ""educational institution""@en .
wd:Q3400985 rdfs:label ""academic""@en .
wd:Q3918 rdfs:label ""university""@en .
wd:Q43229 rdfs:label ""organization""@en .
wd:Q91807513 rdfs:label ""custom role-playing game system""@en .
","[[""college"", ""be"", ""academic""], [""college"", ""be"", ""custom role-playing game system""], [""college"", ""be"", ""educational institution""], [""college"", ""be"", ""military division""], [""college"", ""be"", ""organization""], [""college"", ""be"", ""pedagogue""], [""college"", ""beOf"", ""university""], [""college"", ""provide"", ""undergraduate education""]]"
Painting-Artwork_01,"Painting is a visual art, characterized by the practice of applying paint, pigment, color, or other medium to a solid surface. The medium is commonly applied to the base with a brush.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q3305213 rdfs:label ""painting""@en ;
    kg:apply wd:Q11438 ;
    kg:apply wd:Q161179 ;
    kg:apply wd:Q174219 ;
    kg:apply wd:Q22006653 ;
    kg:apply wd:Q37497814 ;
    kg:apply wd:Q470111 ;
    kg:applyTo wd:Q809830 ;
    kg:applyWith wd:Q5546688 ;
    kg:be wd:Q162668 ;
    kg:be wd:Q28962312 ;
    kg:be wd:Q36649 ;
    kg:be wd:Q41825479 ;
    kg:be wd:Q8227356 ;
    kg:characterizeBy wd:Q251777 .

wd:Q11438 rdfs:label ""solid""@en .
wd:Q161179 rdfs:label ""pigment""@en .
wd:Q162668 rdfs:label ""visual perception""@en .
wd:Q174219 rdfs:label ""paint""@en .
wd:Q22006653 rdfs:label ""color""@en .
wd:Q251777 rdfs:label ""custom""@en .
wd:Q28962312 rdfs:label ""often""@en .
wd:Q36649 rdfs:label ""visual arts""@en .
wd:Q37497814 rdfs:label ""Surface""@en .
wd:Q41825479 rdfs:label ""Commonly applied positive end-expiratory pressures do not prevent functional residual capacity decline in the setting of intra-abdominal hypertension: a pig model""@en .
wd:Q470111 rdfs:label ""Medium""@en .
wd:Q5546688 rdfs:label ""George de Forest Brush""@en .
wd:Q809830 rdfs:label ""Base Mérimée""@en .
wd:Q8227356 rdfs:label ""Art""@en .
","[[""painting"", ""apply"", ""color""], [""painting"", ""apply"", ""Medium""], [""painting"", ""apply"", ""paint""], [""painting"", ""apply"", ""pigment""], [""painting"", ""apply"", ""solid""], [""painting"", ""apply"", ""Surface""], [""painting"", ""applyTo"", ""Base Mérimée""], [""painting"", ""applyWith"", ""George de Forest Brush""], [""painting"", ""be"", ""Art""], [""painting"", ""be"", ""Commonly applied positive end-expiratory pressures do not prevent functional residual capacity decline in the setting of intra-abdominal hypertension: a pig model""], [""painting"", ""be"", ""often""], [""painting"", ""be"", ""visual arts""], [""painting"", ""be"", ""visual perception""], [""painting"", ""characterizeBy"", ""custom""]]"
Painting-Artwork_02,"A work of art, artwork, art piece, piece of art or art object is an artistic creation of aesthetic value. Except for, which may be used of any work regarded as art in its widest sense, including works from literature and music, these terms apply principally to tangible, physical forms of visual art: An example of fine art, such as a painting or sculpture.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q838948 rdfs:label ""work of art""@en ;
    kg:apply wd:Q114013951 ;
    kg:be wd:Q386724 ;
    kg:be wd:Q47407603 ;
    kg:beOf wd:Q4688579 ;
    kg:include wd:Q110568202 ;
    kg:includeFrom wd:Q638 ;
    kg:includeFrom wd:Q8242 ;
    kg:regardIn wd:Q109407999 ;
    kg:regardIn wd:Q22809680 ;
    kg:tangible wd:Q1243001 ;
    kg:tangible wd:Q140208944 ;
    kg:tangible wd:Q162668 ;
    kg:tangible wd:Q3305213 ;
    kg:tangible wd:Q36649 ;
    kg:tangible wd:Q413 ;
    kg:tangible wd:Q860861 .

wd:Q109407999 rdfs:label ""Widestrand""@en .
wd:Q110568202 rdfs:label ""Terms""@en .
wd:Q114013951 rdfs:label ""Principally Small Injective Rings""@en .
wd:Q1243001 rdfs:label ""fine""@en .
wd:Q140208944 rdfs:label ""Forms""@en .
wd:Q162668 rdfs:label ""visual perception""@en .
wd:Q22809680 rdfs:label ""forward strand""@en .
wd:Q3305213 rdfs:label ""painting""@en .
wd:Q36649 rdfs:label ""visual arts""@en .
wd:Q386724 rdfs:label ""work""@en .
wd:Q413 rdfs:label ""physics""@en .
wd:Q4688579 rdfs:label ""Aesthetic Plastic Surgery""@en .
wd:Q47407603 rdfs:label ""artistic creation""@en .
wd:Q638 rdfs:label ""music""@en .
wd:Q8242 rdfs:label ""literature""@en .
wd:Q860861 rdfs:label ""sculpture""@en .
","[[""work of art"", ""apply"", ""Principally Small Injective Rings""], [""work of art"", ""be"", ""artistic creation""], [""work of art"", ""be"", ""work""], [""work of art"", ""beOf"", ""Aesthetic Plastic Surgery""], [""work of art"", ""include"", ""Terms""], [""work of art"", ""includeFrom"", ""literature""], [""work of art"", ""includeFrom"", ""music""], [""work of art"", ""regardIn"", ""forward strand""], [""work of art"", ""regardIn"", ""Widestrand""], [""work of art"", ""tangible"", ""fine""], [""work of art"", ""tangible"", ""Forms""], [""work of art"", ""tangible"", ""painting""], [""work of art"", ""tangible"", ""physics""], [""work of art"", ""tangible"", ""sculpture""], [""work of art"", ""tangible"", ""visual arts""], [""work of art"", ""tangible"", ""visual perception""]]"
